,eventid,iyear,imonth,iday,extended,country_txt,region_txt,provstate,city,latitude,longitude,crit1,crit2,crit3,doubtterr,multiple,success,suicide,attacktype1_txt,targtype1_txt,targsubtype1_txt,corp1,target1,natlty1_txt,gname,guncertain1,individual,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,ishostkid
541,197010080001,1970,10,8,0,United States,North America,Washington,Seattle,47.610786,-122.331306,1,1,0,1.0,0.0,1,0,Bombing/Explosion,Military,Military Recruiting Station/Academy,,Navy ROTC facility,United States,Quartermoon Society,0.0,0,0.0,,,0.0,,,0.0
542,197010080002,1970,10,8,0,United States,North America,California,Santa Barbara,34.419255,-119.698869,1,1,0,1.0,0.0,1,0,Bombing/Explosion,Military,Military Barracks/Base/Headquarters/Checkpost,,National Guard Facility,United States,"Weather Underground, Weathermen",0.0,0,0.0,,,0.0,,,0.0
543,197010080003,1970,10,8,0,United States,North America,California,San Rafael,37.97457,-122.532474,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Government (General),Judge/Attorney/Court,,Marin County Courthouse,United States,"Weather Underground, Weathermen",0.0,0,0.0,,,0.0,,,0.0
544,197010080004,1970,10,8,0,United States,North America,California,Berkeley,37.874043,-122.280022,1,1,1,0.0,0.0,0,0,Bombing/Explosion,Educational Institution,School/University/Educational Building,,University Study Center,United States,"Weather Underground, Weathermen",0.0,0,0.0,,,0.0,,,0.0
545,197010080005,1970,10,8,0,Uruguay,South America,Montevideo,Montevideo,-34.891151,-56.187214,1,1,1,0.0,0.0,1,0,Facility/Infrastructure Attack,Business,,,Domingo Basso Firm,Uruguay,Tupamaros (Uruguay),0.0,0,0.0,,,0.0,,,0.0
546,197010080006,1970,10,8,0,West Germany (FRG),Western Europe,Baden-Wurttemberg,Stuttgart,48.777106,9.180769,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Government (Diplomatic),Embassy/Consulate,,USIS Office,United States,Students for a Democratic Society (SDS) (German),0.0,0,0.0,,,0.0,,,0.0
547,197010090001,1970,10,9,0,United States,North America,Texas,Houston,29.813822,-95.365295,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Telecommunication,Radio,KPFT - FM,KPFT transmitter,United States,Ku Klux Klan,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548,197010100001,1970,10,10,1,Canada,North America,Quebec,Saint-Lambert,46.803137,-71.241298,1,1,1,0.0,0.0,1,0,Hostage Taking (Kidnapping),Government (General),"Government Personnel (excluding police, military)",Quebec Province govt,"Pierre La Porte, Quebec minister of labor and immigration",Canada,Front de Liberation du Quebec (FLQ),0.0,0,1.0,,,0.0,,,1.0
549,197010100002,1970,10,10,0,Iran,Middle East & North Africa,Tehran,Tehran,35.724533,51.40519,1,1,1,-9.0,0.0,1,0,Hijacking,Airports & Aircraft,Aircraft (not at an airport),Iran National Airline,B-727,Iran,Iranians,1.0,0,0.0,0.0,,1.0,0.0,,1.0
550,197010100003,1970,10,10,0,United States,North America,New York,New York City,40.697132,-73.931351,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Government (General),Judge/Attorney/Court,Courthouse adjacent to the Queens House Branch House of Detention,Courthouse in Long Island City Queens,United States,"Weather Underground, Weathermen",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
551,197010140001,1970,10,14,0,United States,North America,Massachusetts,Cambridge,42.36679,-71.106019,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Educational Institution,School/University/Educational Building,,"Library, Center for International Studies",United States,"Weather Underground, Weathermen",0.0,0,0.0,,,0.0,,,0.0
552,197010140002,1970,10,14,0,West Germany (FRG),Western Europe,Bavaria,Munich,48.139126,11.580186,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Police,Police Patrol (including vehicles and convoys),,Vehicles of police unit #1,Germany,Unknown,0.0,0,,,,,,,0.0
553,197010150001,1970,10,15,0,United States,North America,Massachusetts,Cambridge,42.36679,-71.106019,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Educational Institution,School/University/Educational Building,,Massachusetts Institute of Technology,United States,"Weather Underground, Weathermen",0.0,0,0.0,,,0.0,,,0.0
554,197010150002,1970,10,15,0,Uruguay,South America,Montevideo,Montevideo,-34.891151,-56.187214,1,1,1,0.0,0.0,1,0,Facility/Infrastructure Attack,Journalists & Media,Newspaper Journalist/Staff/Facility,,Readers Digest Distributor,United States,Tupamaros (Uruguay),0.0,0,0.0,,,0.0,,,0.0
555,197010150003,1970,10,15,0,Uruguay,South America,Montevideo,Montevideo,-34.891151,-56.187214,1,1,1,0.0,0.0,1,0,Facility/Infrastructure Attack,Business,Industrial/Textiles/Factory,,Coca Coca Distributor,United States,Tupamaros (Uruguay),0.0,0,0.0,,,0.0,,,0.0
556,197010150004,1970,10,15,0,Uruguay,South America,Montevideo,Montevideo,-34.891151,-56.187214,1,1,1,0.0,0.0,1,0,Facility/Infrastructure Attack,Airports & Aircraft,Airline Officer/Personnel,,PanAm Offices,United States,Tupamaros (Uruguay),0.0,0,0.0,,,0.0,,,0.0
557,197010150005,1970,10,15,0,Uruguay,South America,Montevideo,Montevideo,-34.891151,-56.187214,1,1,1,0.0,0.0,1,0,Facility/Infrastructure Attack,Business,Multinational Corporation,,General Electric Offices,United States,Tupamaros (Uruguay),0.0,0,0.0,,,0.0,,,0.0
558,197010150006,1970,10,15,0,United States,North America,Missouri,Kansas City,39.176086,-94.574127,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",Kansas City Police Department,"Police Storefront Center, Kansas City Missouri",United States,Black Nationalists,0.0,0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
559,197010160001,1970,10,16,0,Argentina,South America,Buenos Aires,Buenos Aires,-34.61768,-58.444435,1,1,1,-9.0,0.0,1,0,Facility/Infrastructure Attack,Government (General),"Government Personnel (excluding police, military)",,U.S. Defense Attache Residence,United States,Unknown,0.0,0,,,,,,,0.0
560,197010170001,1970,10,17,0,West Germany (FRG),Western Europe,Bavaria,Munich,48.139126,11.580186,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Police,Police Patrol (including vehicles and convoys),,police vehicles,Germany,Unknown,0.0,0,,,,,,,0.0
561,197010180001,1970,10,18,0,United States,North America,California,Irvine,33.683734,-117.794609,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Educational Institution,School/University/Educational Building,,Stanford Research Institute,United States,Unknown,0.0,0,0.0,,,0.0,,,0.0
562,197010190001,1970,10,19,0,United States,North America,California,Irvine,33.683734,-117.794609,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Educational Institution,School/University/Educational Building,,"Virus Center, Stanford Research Center",United States,Unknown,0.0,0,0.0,,,0.0,,,0.0
563,197010200001,1970,10,20,0,Argentina,South America,Buenos Aires,Buenos Aires,-34.61768,-58.444435,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Government (Diplomatic),Embassy/Consulate,,"Homes, U.S. Offices",United States,Unknown,0.0,0,0.0,,,0.0,,,0.0
564,197010200002,1970,10,20,0,United States,North America,Illinois,Cairo,37.005105,-89.176269,1,1,1,0.0,0.0,1,0,Facility/Infrastructure Attack,Government (General),Government Building/Facility/Office,Veterans of Foreign Wars,"Veterans of Foreign Wars Building, Cairo Illinois",United States,Black Nationalists,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
565,197010210001,1970,10,21,0,Australia,Australasia & Oceania,Victoria,Melbourne,-37.813187,144.96298,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Government (Diplomatic),Embassy/Consulate,,Yugoslav Consulate,Yugoslavia,Croatian Nationalists,0.0,0,0.0,,,0.0,,,0.0
566,197010210003,1970,10,21,0,United States,North America,Illinois,Cairo,37.005105,-89.176269,1,1,1,0.0,0.0,1,0,Armed Assault,Police,"Police Building (headquarters, station, school)",Cairo Police Department,Cairo Police Headquarters,United States,Black Nationalists,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
567,197010220001,1970,10,22,0,United States,North America,California,San Francisco,37.755363,-122.443352,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Religious Figures/Institutions,Place of Worship,,Church,United States,Black Liberation Army,0.0,0,0.0,,,0.0,,,0.0
568,197010240001,1970,10,24,0,United States,North America,Michigan,Detroit,42.331685,-83.047924,1,1,1,0.0,0.0,1,0,Armed Assault,Police,Police Security Forces/Officers,Detroit Police,Policeman,United States,National Committee to Combat Fascism,0.0,0,1.0,,,0.0,,,0.0
569,197010240002,1970,10,24,0,Italy,Western Europe,Lazio,Rome,41.890961,12.490069,1,1,1,0.0,0.0,0,0,Unarmed Assault,Educational Institution,School/University/Educational Building,,US Education '70 Exhibit,United States,Unknown,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
570,197010240003,1970,10,24,0,United States,North America,Illinois,Cairo,37.005105,-89.176269,1,1,1,0.0,1.0,1,0,Facility/Infrastructure Attack,Business,Retail/Grocery/Bakery,White owned store,White owned grocery store near the Pyramid Courts project in Cairo Illinois,United States,Black Nationalists,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
571,197010240004,1970,10,24,0,United States,North America,Illinois,Cairo,37.005105,-89.176269,1,1,1,0.0,1.0,1,0,Armed Assault,Police,"Police Building (headquarters, station, school)",Cairo Police Department,Cairo Police Headquarters,United States,Black Panthers,1.0,0,0.0,0.0,0.0,2.0,2.0,1.0,0.0
572,197010250001,1970,10,25,0,United States,North America,District of Columbia,Washington,38.908642,-77.015381,1,1,1,1.0,0.0,1,0,Bombing/Explosion,Government (General),Government Building/Facility/Office,Post Office,"Main Post Office, Washington D.C.",United States,Unknown,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
573,197010260001,1970,10,26,0,United States,North America,California,Irvine,33.683734,-117.794609,1,1,1,-9.0,0.0,1,0,Facility/Infrastructure Attack,Business,Bank/Commerce,Bank of America,Bank of America Branch,United States,Unknown,0.0,0,0.0,,,0.0,,,0.0
574,197010270001,1970,10,27,0,Argentina,South America,Buenos Aires,Buenos Aires,-34.61768,-58.444435,1,1,1,-9.0,0.0,1,0,Assassination,Private Citizens & Property,Labor Union Related,Confederation General de Trabajadores,"Union leader, Jose Alonso",Argentina,Unknown,0.0,0,1.0,,,0.0,,,0.0
575,197010270002,1970,10,27,0,Turkey,Middle East & North Africa,Ankara,Ankara,39.930771,32.76754,1,1,0,1.0,0.0,1,0,Bombing/Explosion,Military,Military Barracks/Base/Headquarters/Checkpost,,U.S. Military Annex Exchange,United States,Turkish People's Liberation Army,0.0,0,0.0,,,0.0,,,0.0
576,197010270003,1970,10,27,0,United Kingdom,Western Europe,England,London,51.504387,-0.140041,1,1,1,0.0,0.0,1,0,Facility/Infrastructure Attack,Airports & Aircraft,Airport,,Heathrow Airport,Great Britain,1st of May Group,0.0,0,0.0,,,0.0,,,0.0
577,197010280001,1970,10,28,0,United States,North America,Florida,Stuart,27.19999,-80.255359,1,1,1,1.0,0.0,1,0,Facility/Infrastructure Attack,Government (General),Judge/Attorney/Court,Courthouse,Martin County Courthouse,United States,Left-Wing Militants,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
578,197010280002,1970,10,28,0,United States,North America,Wisconsin,Whitefish Bay,43.111261,-87.898632,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Police,Police Patrol (including vehicles and convoys),Whitefish Bay Police Department,Whitefish Bay police car,United States,Left-Wing Militants,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
579,197010290001,1970,10,29,0,United States,North America,California,El Toro,33.62905,-117.691249,1,1,1,0.0,0.0,0,0,Facility/Infrastructure Attack,Military,Military Barracks/Base/Headquarters/Checkpost,Marine Corps Air Station,"Marine Corps Air Station, El Toro California",United States,Left-Wing Militants,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
580,197010300001,1970,10,30,0,United States,North America,New York,New York City,40.697132,-73.931351,1,1,1,0.0,1.0,1,0,Bombing/Explosion,Military,Military Barracks/Base/Headquarters/Checkpost,National Guard Armory,"United State Naval Militia Armory, Queens New York",United States,Left-Wing Militants,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
581,197010300002,1970,10,30,0,United States,North America,New York,New York City,40.697132,-73.931351,1,1,1,0.0,1.0,1,0,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",New York Police Department,"Police Motorcycle Headquarters, the Bronx New York",United States,Left-Wing Militants,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
582,197010300003,1970,10,30,0,United States,North America,New York,New York City,40.697132,-73.931351,1,1,1,0.0,1.0,1,0,Bombing/Explosion,Military,Military Barracks/Base/Headquarters/Checkpost,National Guard Armory,"Army Reserve Center, Queens New York",United States,Left-Wing Militants,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
583,197010300004,1970,10,30,0,United States,North America,New York,New York City,40.697132,-73.931351,1,1,1,1.0,0.0,0,0,Bombing/Explosion,Unknown,,,,United States,Left-Wing Militants,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
584,197011000001,1970,11,0,0,Iran,Middle East & North Africa,Tehran,Tehran,35.724533,51.40519,1,1,1,-9.0,0.0,0,0,Hostage Taking (Kidnapping),Government (Diplomatic),"Diplomatic Personnel (outside of embassy, consulate)",Staet dept,"Mc Arthur, U.S. Ambassador",United States,Unknown,0.0,0,0.0,,,0.0,,,1.0
585,197011010001,1970,11,1,0,Pakistan,South Asia,Sindh,Karachi,24.891115,67.143311,1,1,1,0.0,0.0,1,0,Assassination,Government (Diplomatic),"Diplomatic Personnel (outside of embassy, consulate)",Polish Ministry of Foreign Affairs,Deputy Foreign Minister: Zygfryd Wolniak,Poland,Unknown,0.0,0,4.0,0.0,0.0,20.0,0.0,0.0,0.0
586,197011010002,1970,11,1,0,United States,North America,California,Fresno,36.740685,-119.785734,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Journalists & Media,Newspaper Journalist/Staff/Facility,,Fresno Guide Newspaper,United States,Unknown,0.0,0,0.0,,0.0,0.0,,0.0,0.0
587,197011010003,1970,11,1,0,United States,North America,California,Fresno,36.740685,-119.785734,1,1,0,1.0,0.0,1,0,Bombing/Explosion,Military,Military Barracks/Base/Headquarters/Checkpost,,Army Induction Center,United States,Unknown,0.0,0,0.0,,,0.0,,,0.0
588,197011010004,1970,11,1,0,United States,North America,Pennsylvania,New Castle,41.001845,-80.34724,1,1,1,1.0,0.0,1,0,Armed Assault,Private Citizens & Property,Race/Ethnicity Identified,Black person,Ronald Mitchell,United States,White extremists,0.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
589,197011010005,1970,11,1,0,United States,North America,Michigan,Ann Arbor,42.278044,-83.738224,1,1,1,1.0,0.0,1,0,Facility/Infrastructure Attack,Military,Military Recruiting Station/Academy,R.O.T.C.,"Navy R.O.T.C. Vehicle, University of Michigan",United States,Student Radicals,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
590,197011020001,1970,11,2,0,Argentina,South America,Buenos Aires,Buenos Aires,-34.61768,-58.444435,1,1,1,0.0,0.0,1,0,Armed Assault,Private Citizens & Property,Labor Union Related,,Jockey Club,Argentina,Montoneros (Argentina),0.0,0,0.0,,,0.0,,,0.0
591,197011020002,1970,11,2,0,Argentina,South America,Buenos Aires,Ensenada,-34.864823,-57.908519,1,1,1,0.0,0.0,1,0,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,,City,Argentina,Montoneros (Argentina),0.0,0,0.0,,,0.0,,,0.0
592,197011070001,1970,11,7,0,East Germany (GDR),Eastern Europe,Berlin,Berlin,52.50153,13.401851,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Religious Figures/Institutions,Affiliated Institution,,Jewish Community Center,Germany,Unknown,0.0,0,,,,,,,0.0
593,197011070002,1970,11,7,0,United States,North America,Illinois,Cairo,37.005105,-89.176269,1,1,1,0.0,0.0,1,0,Facility/Infrastructure Attack,Business,Industrial/Textiles/Factory,,Cairo Lumber Company,United States,Black Nationalists,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
594,197011070003,1970,11,7,0,United States,North America,Minnesota,Minneapolis,44.964985,-93.260193,1,1,1,0.0,0.0,1,0,Facility/Infrastructure Attack,Military,Military Recruiting Station/Academy,University of Minnesota Armory,Air Force Library located in the University of Minnesota Armory,United States,Student Radicals,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
595,197011080001,1970,11,8,0,United States,North America,Illinois,Cairo,37.005105,-89.176269,1,1,1,1.0,0.0,1,0,Armed Assault,Private Citizens & Property,Race/Ethnicity Identified,African Americans,African Americans walking in the Pyramid Court Housing Project in Cairo Illinois,United States,White extremists,0.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
596,197011090001,1970,11,9,0,West Germany (FRG),Western Europe,Hesse,Frankfurt,50.11797,8.644191,1,1,0,1.0,0.0,1,0,Armed Assault,Military,Military Transportation/Vehicle (excluding convoys),,5 U.S. Army vehicles,United States,Baader-Meinhof Group,0.0,0,0.0,,,0.0,,,0.0
597,197011100001,1970,11,10,0,Turkey,Middle East & North Africa,Ankara,Ankara,39.930771,32.76754,1,1,1,-9.0,0.0,1,0,Facility/Infrastructure Attack,Airports & Aircraft,Airline Officer/Personnel,,Pan Am Office,United States,Unknown,0.0,0,0.0,,,0.0,,,0.0
598,197011120002,1970,11,12,0,United States,North America,Illinois,Chicago,41.842602,-87.681229,1,1,1,0.0,0.0,1,0,Facility/Infrastructure Attack,Government (General),Government Building/Facility/Office,Selective Service,"West Side Selective Service Office, Chicago Illinois",United States,Left-Wing Militants,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
599,197011140001,1970,11,14,0,United States,North America,Puerto Rico,San Juan,18.386932,-66.061127,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Business,Hotel/Resort,,Hotel,United States,Armed Commandos of Liberation,0.0,0,0.0,,,0.0,,,0.0
600,197011140002,1970,11,14,0,United States,North America,Puerto Rico,San Juan,18.386932,-66.061127,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Business,Hotel/Resort,,Hotel,United States,Armed Commandos of Liberation,0.0,0,0.0,,,0.0,,,0.0
601,197011140003,1970,11,14,0,United States,North America,Puerto Rico,San Juan,18.386932,-66.061127,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Business,Hotel/Resort,,Hotel,United States,Armed Commandos of Liberation,0.0,0,0.0,,,0.0,,,0.0
602,197011140004,1970,11,14,0,United States,North America,Puerto Rico,San Juan,18.386932,-66.061127,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Business,Hotel/Resort,,Hotel,United States,Armed Commandos of Liberation,0.0,0,0.0,,,0.0,,,0.0
603,197011150001,1970,11,15,0,Argentina,South America,Buenos Aires,Buenos Aires,-34.61768,-58.444435,1,1,1,0.0,0.0,1,0,Assassination,Police,Police Security Forces/Officers,City of Buenos Aires,"Deputy Police Chief for Political Affairs, Osvaldo Sandoval",Argentina,Argentine Liberation Front (FAL),0.0,0,1.0,,,0.0,,,0.0
604,197011150002,1970,11,15,0,United States,North America,Florida,St. Petersburg,27.771185,-82.639319,1,1,1,0.0,0.0,1,0,Unarmed Assault,Police,Police Security Forces/Officers,St. Petersburg Police Department,Indiscriminate St. Petersburg Police Officers,United States,Black Nationalists,0.0,0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
605,197011160002,1970,11,16,0,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,1,1,1,0.0,0.0,1,0,Armed Assault,Private Citizens & Property,Religion Identified,alleged criminals,"Arthur McKenna, 35 and Alexander McVicker, 35, Catholics",Northern Ireland,Irish Republican Army (IRA),0.0,0,2.0,,,,,,0.0
606,197011180001,1970,11,18,0,United States,North America,Florida,St. Petersburg,27.807403,-82.689767,1,1,1,0.0,0.0,1,0,Facility/Infrastructure Attack,Police,Police Patrol (including vehicles and convoys),St. Petersburg Police Department,St. Petersburg Police Vehicle,United States,Left-Wing Militants,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
607,197011200001,1970,11,20,0,Argentina,South America,Buenos Aires,Buenos Aires,-34.61768,-58.444435,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Government (General),"Government Personnel (excluding police, military)",,U.S. Agricultural Attache Residence,United States,Peronist Armed Forces (FAP),0.0,0,0.0,,,0.0,,,0.0
608,197011200002,1970,11,20,0,Argentina,South America,Buenos Aires,Buenos Aires,-34.61768,-58.444435,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Government (General),"Government Personnel (excluding police, military)",,"Residence, U.S. Agricultural Attache",United States,Peronist Armed Forces (FAP),0.0,0,0.0,,,0.0,,,0.0
609,197011200003,1970,11,20,0,Argentina,South America,Buenos Aires,Buenos Aires,-34.61768,-58.444435,1,1,1,0.0,0.0,1,0,Armed Assault,Military,"Military Personnel (soldiers, troops, officers, forces)",,"Residence, U.S. Air Mission Members",United States,Peronist Armed Forces (FAP),0.0,0,0.0,,,0.0,,,1.0
610,197011210001,1970,11,21,0,Turkey,Middle East & North Africa,Ankara,Ankara,39.930771,32.76754,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Government (Diplomatic),Embassy/Consulate,,U.S. Embassy,United States,Turkish People's Liberation Army,0.0,0,0.0,,,0.0,,,0.0
611,197011210002,1970,11,21,0,Uruguay,South America,Montevideo,Montevideo,-34.891151,-56.187214,1,1,1,0.0,0.0,1,0,Armed Assault,Business,,,Residence of Arturo Lerena Acevedo,Uruguay,Tupamaros (Uruguay),0.0,0,,,,,,,0.0
612,197011210003,1970,11,21,0,United States,North America,Oregon,Portland,45.511795,-122.675629,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Government (General),Government Building/Facility/Office,Liberty Bell,Replica of Liberty Bell located at Portland City Hall,United States,Left-Wing Militants,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
613,197011210004,1970,11,21,0,United States,North America,Tennessee,Chattanooga,35.04644,-85.309464,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Private Citizens & Property,Laborer (General)/Occupation Identified,Chief of security for a Tennessee TNT company in a labor dispute,Home of L. D. Turner,United States,Strikers,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
614,197011220001,1970,11,22,0,Philippines,Southeast Asia,Metropolitian Manila,Manila,14.596051,120.978666,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Government (Diplomatic),Embassy/Consulate,,U.S. Cultural Center,United States,Unknown,0.0,0,0.0,,,0.0,,,0.0
615,197011220002,1970,11,22,0,United States,North America,Florida,St. Petersburg,27.771185,-82.639319,1,1,1,1.0,0.0,0,0,Bombing/Explosion,Unknown,,,,United States,Left-Wing Militants,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
616,197011230001,1970,11,23,0,United States,North America,Puerto Rico,San Juan,18.386932,-66.061127,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Government (Diplomatic),Embassy/Consulate,,Dominican Consulate,Dominican Republic,Armed Commandos of Liberation,0.0,0,0.0,,,0.0,,,0.0
617,197011230002,1970,11,23,0,Turkey,Middle East & North Africa,Ankara,Ankara,39.930771,32.76754,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Government (Diplomatic),Embassy/Consulate,,Portuguese Embassy,Portugal,Unknown,0.0,0,,,,,,,0.0
618,197011250001,1970,11,25,0,United States,North America,New York,New York City,40.697132,-73.931351,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Airports & Aircraft,Airline Officer/Personnel,,Aeroflot Office,Soviet Union,Jewish Defense League (JDL),0.0,0,0.0,,,0.0,,,0.0
619,197011250002,1970,11,25,0,United States,North America,New York,New York City,40.697132,-73.931351,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Tourists,Tourism Travel Agency,,Intourist Office,Soviet Union,Jewish Defense League (JDL),0.0,0,0.0,,,0.0,,,0.0
620,197011250004,1970,11,25,0,United States,North America,California,Berkeley,37.874043,-122.280022,1,1,1,0.0,0.0,0,0,Bombing/Explosion,Educational Institution,School/University/Educational Building,"University of California, Berkeley","Gymnasium, University of California, Berkeley",United States,Student Radicals,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
621,197011250005,1970,11,25,0,United States,North America,Puerto Rico,San Juan,18.386932,-66.061127,1,1,1,0.0,0.0,0,0,Bombing/Explosion,Military,Military Barracks/Base/Headquarters/Checkpost,R.O.T.C.,"R.O.T.C. building, University of Puerto Rico",United States,Armed Commandos of Liberation,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
622,197011280001,1970,11,28,0,Uruguay,South America,Montevideo,Montevideo,-34.891151,-56.187214,1,1,1,0.0,0.0,1,0,Facility/Infrastructure Attack,Business,,,US Market Research Firm,United States,Tupamaros (Uruguay),0.0,0,0.0,,,0.0,,,0.0
623,197011290001,1970,11,29,0,West Germany (FRG),Western Europe,Hesse,Frankfurt,50.11797,8.644191,1,1,0,1.0,0.0,1,0,Armed Assault,Military,Military Transportation/Vehicle (excluding convoys),,Army Vehicles,United States,Unknown,0.0,0,0.0,,,0.0,,,0.0
624,197011290002,1970,11,29,0,Uruguay,South America,Montevideo,Montevideo,-34.891151,-56.187214,1,1,1,0.0,0.0,1,0,Armed Assault,Business,Restaurant/Bar/Caf�,,Acodike Supergas,Uruguay,Tupamaros (Uruguay),0.0,0,0.0,,,0.0,,,0.0
625,197012010001,1970,12,1,1,Spain,Western Europe,Gipuzcoa,Donostia-San Sebastian,43.291618,-1.977903,1,1,1,0.0,0.0,1,0,Hostage Taking (Kidnapping),Government (Diplomatic),"Diplomatic Personnel (outside of embassy, consulate)",FRG,"Eugene Beihl, honorary FRG consul, San Sebastian",Germany,Basque Fatherland and Freedom (ETA),0.0,0,0.0,,,0.0,,,1.0
626,197012010002,1970,12,1,0,Uruguay,South America,Montevideo,Montevideo,-34.891151,-56.187214,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Business,Multinational Corporation,,ITT receiving station (cable),United States,Tupamaros (Uruguay),0.0,0,0.0,,,0.0,,,0.0
627,197012010003,1970,12,1,0,Uruguay,South America,Montevideo,Montevideo,-34.891151,-56.187214,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Business,Multinational Corporation,,"Receiving Station, ITT",United States,Tupamaros (Uruguay),0.0,0,0.0,,,0.0,,,0.0
628,197012010004,1970,12,1,0,United States,North America,Oregon,Eugene,44.04483,-123.072606,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Educational Institution,School/University/Educational Building,University of Oregon,"Johnson Hall, University of Oregon",United States,Student Radicals,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
629,197012070001,1970,12,7,1,Brazil,South America,Rio de Janeiro,Rio de Janeiro,-22.908278,-43.197026,1,1,1,0.0,0.0,1,0,Hostage Taking (Kidnapping),Government (Diplomatic),"Diplomatic Personnel (outside of embassy, consulate)",Swiss Govt,"Giovanni Bucher, swiss ambassador to Brazil",Sweden,Popular Revolutionary Vanguard (VPR),0.0,0,1.0,,,0.0,,,1.0
630,197012110001,1970,12,11,0,United States,North America,Kansas,Lawrence,38.973065,-95.236534,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Educational Institution,School/University/Educational Building,University of Kansas,Computer Center,United States,Unknown,0.0,0,0.0,,,3.0,,,0.0
631,197012110002,1970,12,11,0,Uruguay,South America,Montevideo,Montevideo,-34.891151,-56.187214,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Business,Bank/Commerce,,"Offices, Interamerican Development Bank",International,Tupamaros (Uruguay),0.0,0,0.0,,,0.0,,,0.0
